event,time,hopform,hopto,from,to,,id,length
#5079,51.30708738,0," 2	",0,8,54,562,842 bytes
#5094,51.53580302,5," 6	",5,6,44,563,183 bytes
#5101,51.59047524,0," 2	",0,8,55,564,743 bytes
#5116,51.66259304,3," 4	",3,8,55,565,715 bytes
#5127,51.90531032,2," 1	",2,1,59,566,465 bytes
#5137,52.56694883,3," 4	",3,6,56,568,296 bytes
#5148,52.71555128,6," 5	",6,1,42,569,575 bytes
#5163,52.88098527,5," 6	",5,6,45,570,249 bytes
#5170,53.00750094,9," 6	",9,1,55,571,890 bytes
#5189,53.07030943,8," 4	",8,1,55,572,178 bytes
#5204,53.17922594,2," 4	",2,8,60,573,647 bytes
#5215,53.29648977,1," 2	",1,8,53,574,584 bytes
#5230,53.37603268,4," 6	",4,6,39,575,279 bytes
#5237,53.65503635,1," 2	",1,6,54,576,652 bytes
#5252,53.98488461,6," 8	",6,8,43,577,559 bytes
#5259,54.00393988,5," 6	",5,8,46,578,787 bytes
#5270,54.10775755,5," 6	",5,8,47,579,705 bytes
#5284,54.12161073,8," 4	",8,1,57,581,712 bytes
#5299,54.14980925,5," 6	",5,8,48,582,651 bytes
#5310,54.27989462,0," 1	",0,1,56,583,548 bytes
#5317,54.33750407,0," 1	",0,1,57,584,351 bytes
#5324,54.45996367,3," 4	",3,8,57,585,267 bytes
#5335,54.586225,3," 4	",3,8,58,586,588 bytes
#5346,54.62878755,9," 6	",9,1,56,587,650 bytes
#5365,54.68150535,2," 4	",2,8,61,588,179 bytes
#5376,54.71346616,1," 2	",1,8,55,589,219 bytes
#5391,54.78083838,6," 5	",6,1,44,590,909 bytes
#5406,54.83739649,1," 2	",1,6,56,591,272 bytes
#5421,54.86669264,3," 1	",3,1,59,592,395 bytes
#5428,54.88707516,2," 4	",2,8,62,593,200 bytes
#5439,55.46216253,7," 5	",7,1,61,594,865 bytes
#5454,55.56765833,4," 6	",4,6,40,595,644 bytes
#5461,55.64860459,1," 2	",1,6,57,596,903 bytes
#5482,55.8274965,2," 4	",2,6,63,599,953 bytes
#5493,55.86560041,3," 4	",3,6,60,600,495 bytes
#5504,55.8744119,7," 5	",7,1,62,601,282 bytes
#5519,56.04515587,9," 6	",9,6,57,602,544 bytes
#5526,56.09015551,7," 5	",7,1,63,603,829 bytes
#5544,56.31958119,5," 6	",5,8,49,605,143 bytes
#5555,56.36798989,2," 4	",2,6,64,606,807 bytes
#5569,56.88169445,5," 6	",5,8,50,608,140 bytes
#5580,56.89755613,9," 8	",9,8,58,609,509 bytes
#5587,57.04894421,3," 1	",3,1,61,610,162 bytes
#5594,57.30662304,3," 1	",3,1,62,611,1018 bytes
#5601,57.83822308,2," 1	",2,1,65,612,849 bytes
#5614,58.36874883,0," 5	",0,6,58,615,962 bytes
#5625,58.40510357,8," 4	",8,1,61,616,292 bytes
#5640,58.45947562,5," 0	",5,1,51,617,1020 bytes
#5651,58.47740405,5," 6	",5,8,52,618,549 bytes
#5662,58.51099503,9," 8	",9,8,59,619,643 bytes
#5672,58.75555412,7," 6	",7,6,64,621,618 bytes
#5685,59.16281439,6," 8	",6,8,47,624,970 bytes
#5695,59.42817726,1," 2	",1,8,62,626,510 bytes
#5710,59.50038406,4," 6	",4,6,41,627,865 bytes
#5717,59.58020756,3," 4	",3,6,63,628,499 bytes
#5728,59.65908854,3," 4	",3,6,64,629,378 bytes
#5739,59.66736431,6," 5	",6,1,48,630,948 bytes
#5754,59.88723218,7," 5	",7,1,65,631,681 bytes
#5769,60.05104434,8," 4	",8,1,63,632,734 bytes
#5784,60.21224613,5," 6	",5,8,53,633,640 bytes
#5798,60.26036706,4," 2	",4,1,42,635,410 bytes
#5809,60.52926274,9," 6	",9,6,60,636,613 bytes
#5816,60.69163696,7," 6	",7,6,66,637,427 bytes
#5823,60.72381959,5," 0	",5,1,54,638,398 bytes
#5837,60.73350317,6," 8	",6,8,51,640,855 bytes
#5847,60.95058563,4," 6	",4,6,43,642,569 bytes
#5857,61.02884698,4," 2	",4,1,44,644,602 bytes
#5868,61.10461761,1," 2	",1,6,64,645,470 bytes
#5883,61.22933238,9," 8	",9,8,61,646,702 bytes
#5890,61.30258053,0," 2	",0,8,59,647,455 bytes
#5905,61.69814138,3," 4	",3,8,65,648,455 bytes
#5916,61.76366477,5," 6	",5,8,55,649,246 bytes
#5927,61.90629673,7," 6	",7,6,67,650,505 bytes
#5934,61.91218354,2," 1	",2,1,66,651,979 bytes
#5941,61.97165821,9," 6	",9,6,62,652,572 bytes
#5948,62.35670365,6," 5	",6,1,52,653,293 bytes
#5969,62.63173186,5," 0	",5,1,56,656,408 bytes
#5980,62.6975842,9," 8	",9,8,63,657,895 bytes
#5987,62.70668976,4," 6	",4,6,45,658,315 bytes
#5997,63.24090016,6," 5	",6,1,54,660,280 bytes
#6012,63.27453951,3," 4	",3,6,66,661,390 bytes
#6023,63.29276741,0," 2	",0,8,60,662,576 bytes
#6038,63.32394844,2," 4	",2,6,67,663,933 bytes
#6049,63.34653313,2," 1	",2,1,68,664,587 bytes
#6056,63.41223025,5," 6	",5,8,57,665,438 bytes
#6067,63.51892048,4," 8	",4,8,46,666,1021 bytes
#6074,63.56792434,5," 6	",5,8,58,667,209 bytes
#6085,63.6802341,4," 2	",4,1,47,668,158 bytes
#6096,63.79783759,9," 6	",9,1,64,669,989 bytes
#6115,63.85529953,0," 1	",0,1,61,670,1023 bytes
#6122,63.99040745,4," 8	",4,8,48,671,128 bytes
#6129,64.14481633,4," 8	",4,8,49,672,356 bytes
#6136,64.2088155,6," 8	",6,8,55,673,632 bytes
#6143,64.28888722,4," 8	",4,8,50,674,847 bytes
#6150,64.44314496,1," 2	",1,6,65,675,854 bytes
#6165,64.54929206,9," 6	",9,1,65,676,534 bytes
#6184,64.66210522,9," 8	",9,8,66,677,395 bytes
#6191,64.78928015,7," 5	",7,1,68,678,175 bytes
#6206,64.80711067,4," 6	",4,6,51,679,382 bytes
#6213,65.11274835,4," 2	",4,1,52,680,456 bytes
#6224,65.58027328,4," 2	",4,1,53,681,869 bytes
#6235,65.68660209,1," 2	",1,6,66,682,349 bytes
#6250,65.92740567,2," 1	",2,1,69,683,490 bytes
#6257,65.99555093,4," 6	",4,6,54,684,570 bytes
#6267,66.07342754,4," 6	",4,6,55,686,562 bytes
#6274,66.17815304,2," 4	",2,8,70,687,638 bytes
#6285,66.26384443,8," 6	",8,6,67,688,195 bytes
#6292,66.62795942,8," 6	",8,6,68,689,730 bytes
#6299,66.88974664,5," 6	",5,6,59,690,314 bytes
#6309,66.95022608,2," 1	",2,1,71,692,685 bytes
#6316,67.18111528,7," 6	",7,6,69,693,254 bytes
#6323,67.24178332,8," 6	",8,6,69,694,334 bytes
#6330,67.47481593,6," 8	",6,8,56,695,886 bytes
#6337,67.49980641,3," 4	",3,8,67,696,168 bytes
#6348,67.57017376,9," 8	",9,8,67,697,251 bytes
#6355,67.62615002,6," 5	",6,1,57,698,703 bytes
#6370,67.8845888,8," 4	",8,1,70,699,285 bytes
#6373,67.88576108,2," 1	",2,1,72,700,218 bytes
#6392,67.91462207,9," 8	",9,8,68,701,351 bytes
#6399,67.92489682,5," 0	",5,1,60,702,931 bytes
#6410,68.24800041,6," 5	",6,1,58,703,503 bytes
#6425,68.32243675,2," 4	",2,8,73,704,421 bytes
#6436,68.38234047,6," 5	",6,1,59,705,558 bytes
#6454,68.55536675,4," 8	",4,8,56,707,144 bytes
#6461,68.74634215,2," 4	",2,8,74,708,148 bytes
#6472,68.792921,2," 1	",2,1,75,709,180 bytes
#6479,68.89482706,8," 6	",8,6,71,710,398 bytes
#6486,68.98716356,9," 6	",9,1,69,711,535 bytes
#6505,69.06345089,6," 8	",6,8,60,712,841 bytes
#6512,69.27456925,3," 1	",3,1,68,713,838 bytes
#6519,69.3117345,2," 1	",2,1,76,714,190 bytes
#6526,69.3560857,4," 8	",4,8,57,715,716 bytes
#6533,69.46475848,7," 6	",7,6,70,716,852 bytes
#6543,70.08635964,3," 4	",3,6,69,718,195 bytes
#6554,70.17317252,4," 6	",4,6,58,719,154 bytes
#6561,70.37293355,8," 6	",8,6,72,720,653 bytes
#6568,70.54719012,9," 6	",9,1,70,721,186 bytes
#6587,71.00703504,8," 6	",8,6,73,722,348 bytes
#6597,71.27002337,9," 8	",9,8,71,724,253 bytes
#6604,71.34520269,9," 6	",9,1,72,725,826 bytes
#6623,71.50535941,9," 6	",9,6,73,726,1015 bytes
#6630,71.57686723,8," 6	",8,6,75,727,221 bytes
#6637,71.592527,3," 4	",3,6,70,728,1015 bytes
#6648,71.70040462,2," 1	",2,1,77,729,279 bytes
#6655,71.90670507,4," 2	",4,1,59,730,742 bytes
#6666,71.92903036,2," 4	",2,8,78,731,678 bytes
#6677,72.01573964,5," 6	",5,8,61,732,677 bytes
#6684,72.02372725,3," 4	",3,6,71,733,773 bytes
#6695,72.03077572,7," 6	",7,8,71,734,573 bytes
#6710,72.58623947,2," 4	",2,6,79,735,331 bytes
#6713,72.58823327,5," 0	",5,1,62,736,218 bytes
#6732,72.59303126,4," 8	",4,8,60,737,714 bytes
#6739,72.60812138,5," 6	",5,6,63,738,291 bytes
#6746,72.68606583,0," 1	",0,1,62,739,950 bytes
#6753,72.89119702,4," 8	",4,8,61,740,208 bytes
#6760,72.92606494,4," 6	",4,6,62,741,136 bytes
#6767,72.93963557,6," 5	",6,1,61,742,348 bytes
#6782,72.95457616,0," 5	",0,6,63,743,827 bytes
#6793,73.04217738,2," 4	",2,6,80,744,187 bytes
#6804,73.06714014,4," 2	",4,1,63,745,411 bytes
#6815,73.35634128,2," 4	",2,6,81,746,912 bytes
#6826,73.38468983,9," 8	",9,8,74,747,640 bytes
#6833,73.41346241,8," 4	",8,1,76,748,500 bytes
#6848,73.58019343,7," 5	",7,1,72,749,853 bytes
#6866,73.63522219,8," 6	",8,6,77,751,804 bytes
#6873,73.69279713,7," 6	",7,6,73,752,781 bytes
#6880,73.7081322,0," 2	",0,8,64,753,478 bytes
#6895,73.74891752,9," 6	",9,1,75,754,656 bytes
#6914,73.77886884,0," 5	",0,6,65,755,821 bytes
#6928,73.94934895,9," 8	",9,8,76,757,518 bytes
#6935,74.03690328,0," 5	",0,6,66,758,735 bytes
#6946,74.07311025,5," 0	",5,1,64,759,586 bytes
#6957,74.19890001,7," 5	",7,1,74,760,735 bytes
#6972,74.24260443,7," 6	",7,8,75,761,925 bytes
#6983,74.44060356,5," 0	",5,1,65,762,653 bytes
#6994,74.56244148,7," 5	",7,1,76,763,556 bytes
#7009,74.66008997,6," 5	",6,1,62,764,632 bytes
#7030,75.11121559,8," 6	",8,6,79,767,382 bytes
#7037,75.16892504,3," 4	",3,6,72,768,488 bytes
#7051,75.4577176,5," 6	",5,8,66,770,402 bytes
#7062,75.53705151,4," 8	",4,8,64,771,175 bytes
#7069,75.59897907,6," 8	",6,8,64,772,236 bytes
#7076,75.68026759,7," 6	",7,8,77,773,275 bytes
#7087,75.71194641,8," 6	",8,6,80,774,737 bytes
#7094,75.81414082,4," 2	",4,1,65,775,566 bytes
#7105,75.87176081,2," 4	",2,8,82,776,332 bytes
#7116,75.90358795,0," 2	",0,8,67,777,262 bytes
#7131,76.05393286,2," 1	",2,1,83,778,634 bytes
#7138,76.28948271,7," 6	",7,6,78,779,545 bytes
#7145,76.31330309,3," 4	",3,8,73,780,760 bytes
#7159,76.52757338,2," 4	",2,8,84,782,185 bytes
#7170,76.57151415,5," 6	",5,6,67,783,235 bytes
#7177,76.85143579,5," 6	",5,6,68,784,945 bytes
#7184,76.85967756,4," 2	",4,1,66,785,966 bytes
#7187,76.86202941,8," 6	",8,6,82,786,712 bytes
#7202,76.96553695,7," 6	",7,8,79,787,894 bytes
#7213,77.06059288,5," 0	",5,1,69,788,828 bytes
#7224,77.08935935,7," 6	",7,8,80,789,759 bytes
#7235,77.1648524,3," 4	",3,6,74,790,765 bytes
#7246,77.37795904,0," 1	",0,1,68,791,854 bytes
#7253,77.64060223,6," 5	",6,1,65,792,468 bytes
#7268,77.92371324,7," 6	",7,6,81,793,1006 bytes
#7271,77.92802161,6," 5	",6,1,66,794,713 bytes
#7290,77.9635832,8," 4	",8,1,83,795,446 bytes
#7305,77.9905379,3," 4	",3,8,75,796,781 bytes
#7316,78.11481754,3," 4	",3,6,76,797,905 bytes
#7327,78.17824451,0," 5	",0,6,69,798,674 bytes
#7338,78.25204177,5," 6	",5,6,70,799,165 bytes
#7348,78.31839539,4," 6	",4,6,67,801,206 bytes
#7355,78.34539098,8," 4	",8,1,84,802,291 bytes
#7370,78.44278272,2," 1	",2,1,85,803,522 bytes
#7373,78.4453875,5," 6	",5,6,71,804,227 bytes
#7384,78.46728088,9," 8	",9,8,77,805,691 bytes
#7391,78.49213533,9," 6	",9,1,78,806,486 bytes
#7410,78.52780244,8," 6	",8,6,85,807,565 bytes
#7417,78.59098645,9," 8	",9,8,79,808,491 bytes
#7424,78.67485569,9," 6	",9,1,80,809,171 bytes
#7440,78.68280674,9," 6	",9,6,81,810,273 bytes
#7450,78.8335496,5," 6	",5,8,72,811,580 bytes
#7461,78.93035168,5," 6	",5,8,73,812,155 bytes
#7472,78.99714933,9," 8	",9,8,82,813,653 bytes
#7479,79.09847514,6," 8	",6,8,68,814,882 bytes
#7482,79.09970089,2," 4	",2,6,86,815,388 bytes
#7497,79.11576305,0," 1	",0,1,70,816,191 bytes
#7507,79.26621405,6," 8	",6,8,69,818,525 bytes
#7514,79.34834189,0," 2	",0,8,71,819,488 bytes
#7529,79.43631147,0," 2	",0,8,72,820,828 bytes
#7547,79.5797101,1," 2	",1,6,75,822,1009 bytes
#7562,79.67667891,4," 2	",4,1,68,823,783 bytes
#7573,79.70196388,7," 5	",7,1,82,824,382 bytes
#7588,79.73236684,5," 0	",5,1,74,825,242 bytes
#7599,79.89822327,7," 6	",7,6,83,826,917 bytes
#7606,79.97052914,3," 1	",3,1,77,827,890 bytes
#7613,80.21254388,9," 6	",9,1,83,828,987 bytes
#7638,80.283496,5," 6	",5,6,75,831,528 bytes
#7645,80.28791425,9," 8	",9,8,84,832,978 bytes
#7652,80.31039626,4," 6	",4,6,69,833,826 bytes
#7659,80.38649991,6," 5	",6,1,72,834,360 bytes
#7674,80.3994608,6," 8	",6,8,73,835,428 bytes
#7681,80.5522601,1," 2	",1,8,76,836,334 bytes
#7696,80.64239764,0," 2	",0,8,73,837,171 bytes
#7711,80.65826104,0," 5	",0,6,74,838,390 bytes
#7722,80.69336031,6," 5	",6,1,74,839,905 bytes
#7737,80.75561946,3," 1	",3,1,78,840,635 bytes
#7744,80.91317552,9," 6	",9,6,85,841,422 bytes
#7754,81.18100775,9," 8	",9,8,86,843,983 bytes
#7761,81.19441332,9," 6	",9,6,87,844,874 bytes
#7768,81.25666493,2," 4	",2,8,87,845,646 bytes
#7779,81.35643964,0," 5	",0,6,75,846,585 bytes
#7790,81.3669566,5," 6	",5,6,76,847,403 bytes
#7803,81.67309692,2," 4	",2,8,88,850,906 bytes
#7814,81.70825519,5," 6	",5,6,77,851,517 bytes
#7821,81.75914306,7," 6	",7,8,84,852,597 bytes
#7832,81.99227003,4," 6	",4,6,70,853,526 bytes
#7835,81.9928488,6," 8	",6,8,77,854,131 bytes
#7846,82.19973822,4," 2	",4,1,71,855,991 bytes
#7857,82.32157932,7," 6	",7,6,85,856,707 bytes
#7864,82.41306741,5," 6	",5,6,78,857,1023 bytes
#7871,82.42534283,4," 8	",4,8,72,858,808 bytes
#7878,82.8891879,0," 2	",0,8,76,859,682 bytes
#7893,82.91076871,8," 4	",8,1,88,860,783 bytes
#7908,83.0727793,4," 2	",4,1,73,861,874 bytes
#7919,83.27277736,4," 2	",4,1,74,862,468 bytes
#7923,83.27694364,0," 1	",0,1,77,863,209 bytes
#7937,83.35387235,5," 0	",5,1,79,864,735 bytes
#7951,83.81149626,2," 4	",2,6,89,866,338 bytes
#7962,83.83186862,7," 6	",7,8,86,867,492 bytes
#7973,83.9257634,8," 4	",8,1,90,868,153 bytes
#7988,83.96008958,5," 6	",5,6,80,869,559 bytes
#7995,84.0006872,1," 2	",1,8,77,870,967 bytes
#8010,84.1760021,5," 0	",5,1,81,871,214 bytes
#8021,84.22884174,4," 6	",4,6,75,872,780 bytes
#8028,84.33364021,5," 6	",5,6,82,873,534 bytes
#8035,84.56360213,7," 6	",7,6,87,874,929 bytes
#8042,84.6844193,0," 5	",0,6,78,875,765 bytes
#8053,84.71770507,0," 1	",0,1,79,876,896 bytes
#8060,84.74055769,1," 2	",1,6,78,877,481 bytes
#8075,84.83368265,3," 4	",3,6,79,878,522 bytes
#8078,84.83755014,3," 1	",3,1,80,879,839 bytes
#8093,84.86269466,8," 4	",8,1,91,880,553 bytes
#8108,85.00815226,3," 4	",3,8,81,881,582 bytes
#8119,85.0348262,3," 4	",3,6,82,882,842 bytes
#8130,85.10109144,0," 1	",0,1,80,883,168 bytes
#8140,85.51199638,6," 5	",6,1,78,885,255 bytes
#8155,85.71231261,9," 6	",9,1,88,886,254 bytes
#8174,85.81554436,2," 4	",2,6,90,887,631 bytes
#8177,85.81924704,0," 1	",0,1,81,888,587 bytes
#8192,86.02428158,4," 8	",4,8,76,889,441 bytes
#8199,86.12920452,8," 4	",8,1,92,890,785 bytes
#8214,86.24774987,7," 6	",7,6,88,891,567 bytes
#8221,86.26819378,8," 4	",8,1,93,892,919 bytes
#8236,86.47180863,6," 5	",6,1,79,893,181 bytes
#8251,86.78169347,3," 4	",3,6,83,894,520 bytes
#8262,87.33135532,2," 4	",2,6,91,895,547 bytes
#8273,87.36574488,9," 8	",9,8,89,896,569 bytes
#8276,87.36812123,5," 6	",5,8,83,897,279 bytes
#8291,87.52833539,5," 6	",5,8,84,898,592 bytes
#8302,87.56938266,6," 8	",6,8,80,899,614 bytes
#8309,87.5868551,3," 1	",3,1,84,900,879 bytes
#8316,87.63219323,7," 6	",7,8,89,901,303 bytes
#8327,87.75215414,8," 4	",8,1,94,902,850 bytes
#8338,87.77253036,7," 5	",7,1,90,903,327 bytes
#8357,87.84645158,9," 6	",9,6,90,904,915 bytes
#8364,88.04920052,3," 4	",3,8,85,905,255 bytes
#8375,88.18429602,3," 1	",3,1,86,906,724 bytes
#8382,88.21334012,7," 6	",7,8,91,907,672 bytes
#8393,88.34007363,2," 1	",2,1,92,908,165 bytes
#8400,88.47083934,7," 6	",7,8,92,909,675 bytes
#8411,88.50094647,9," 6	",9,6,91,910,477 bytes
#8418,88.57623249,0," 2	",0,8,82,911,482 bytes
#8433,88.61003395,6," 8	",6,8,81,912,625 bytes
#8440,88.66855846,1," 2	",1,8,80,913,286 bytes
#8451,88.67560706,4," 2	",4,1,77,914,836 bytes
#8458,88.68040593,4," 6	",4,6,78,915,387 bytes
#8473,88.80132474,4," 2	",4,1,79,916,539 bytes
#8487,89.66699003,8," 4	",8,1,95,918,384 bytes
#8502,89.91445584,7," 6	",7,6,93,919,517 bytes
#8509,89.99903842,4," 8	",4,8,80,920,914 bytes
#8516,90.02076954,8," 6	",8,6,96,921,331 bytes
#8523,90.13786435,9," 8	",9,8,92,922,204 bytes
#8530,90.72545938,4," 2	",4,1,81,923,886 bytes
#8541,90.8500174,5," 6	",5,8,85,924,761 bytes
#8555,91.67015352,2," 4	",2,6,93,926,162 bytes
#8566,91.80526542,4," 6	",4,6,82,927,612 bytes
#8573,91.88585384,0," 1	",0,1,83,928,652 bytes
#8580,92.12910909,1," 2	",1,6,82,929,916 bytes
#8583,92.13423824,0," 2	",0,8,84,930,407 bytes
#8610,92.21890405,9," 8	",9,8,93,931,902 bytes
#8623,92.36000327,9," 6	",9,1,94,934,753 bytes
#8642,92.4167865,5," 6	",5,6,86,935,261 bytes
#8652,92.50239075,7," 6	",7,6,94,937,157 bytes
#8659,92.5408722,8," 6	",8,6,98,938,577 bytes
#8666,92.56627793,7," 6	",7,8,95,939,412 bytes
#8677,92.59382421,5," 6	",5,6,87,940,233 bytes
#8684,92.59820793,0," 1	",0,1,85,941,505 bytes
#8691,92.75100464,5," 0	",5,1,88,942,395 bytes
#8702,92.9112616,6," 5	",6,1,84,943,922 bytes
#8717,93.01837015,8," 4	",8,1,99,944,1002 bytes
#8735,93.33890881,2," 1	",2,1,94,946,401 bytes
#8742,93.41574829,6," 5	",6,1,85,947,353 bytes
#8757,93.52103047,5," 6	",5,8,89,948,388 bytes
#8768,93.60785797,5," 6	",5,6,90,949,1017 bytes
#8775,93.75482946,6," 8	",6,8,86,950,400 bytes
#8782,94.23361763,0," 5	",0,6,86,951,302 bytes
#8793,94.2945151,5," 6	",5,6,91,952,513 bytes
#8800,94.3657707,8," 4	",8,1,101,953,687 bytes
#8815,94.41086798,4," 8	",4,8,83,954,318 bytes
#8822,94.50368416,3," 4	",3,8,87,955,790 bytes
#8833,94.53952491,8," 6	",8,6,102,956,387 bytes
#8840,94.6949824,8," 4	",8,1,103,957,292 bytes
#8855,95.19130941,3," 1	",3,1,88,958,361 bytes
#8862,95.51341925,4," 8	",4,8,84,959,869 bytes
#8869,95.54099375,4," 2	",4,1,85,960,990 bytes
#8880,95.58886932,1," 2	",1,8,84,961,780 bytes
#8895,95.70532346,0," 1	",0,1,87,962,751 bytes
#8902,95.7229968,4," 6	",4,6,86,963,366 bytes
#8909,95.92201788,3," 4	",3,8,89,964,839 bytes
#8923,96.10947437,3," 4	",3,8,90,966,914 bytes
#8934,96.21823828,2," 4	",2,8,95,967,396 bytes
#8945,96.3308091,9," 6	",9,1,95,968,200 bytes
#8964,96.37161169,3," 4	",3,8,91,969,259 bytes
#8975,96.61315955,9," 8	",9,8,96,970,532 bytes
#8982,96.67403699,7," 6	",7,6,96,971,303 bytes
#8992,97.06983002,4," 2	",4,1,87,973,441 bytes
#9003,97.30194593,1," 2	",1,8,85,974,197 bytes
#9018,97.71021907,8," 6	",8,6,106,975,621 bytes
#9025,97.73581163,0," 1	",0,1,88,976,828 bytes
#9032,97.74549707,5," 6	",5,6,92,977,205 bytes
#9039,97.8332824,1," 2	",1,6,86,978,689 bytes
#9054,98.08270096,1," 2	",1,6,87,979,867 bytes
#9078,98.31083635,3," 4	",3,6,92,983,675 bytes
#9092,98.43125657,4," 6	",4,6,88,985,519 bytes
#9099,98.44665969,0," 2	",0,8,89,986,504 bytes
#9114,98.71467615,3," 4	",3,8,93,987,392 bytes
#9125,98.7900925,5," 6	",5,6,93,988,899 bytes
#9132,98.98100445,7," 6	",7,6,97,989,433 bytes
#9138,98.98320186,9," 6	",9,6,97,991,446 bytes
#9139,98.98446845,7," 6	",7,8,98,990,702 bytes
#9157,99.02812594,7," 6	",7,6,99,992,353 bytes
#9164,99.18047301,2," 4	",2,6,96,993,634 bytes
#9175,99.24592196,3," 4	",3,8,94,994,760 bytes
#9186,99.28273092,7," 6	",7,8,100,995,338 bytes
#9197,99.30399706,5," 0	",5,1,94,996,440 bytes
#9208,99.35806374,6," 8	",6,8,88,997,339 bytes
#9215,99.37906388,1," 2	",1,8,89,998,640 bytes
#9230,99.57198726,1," 2	",1,6,90,999,507 bytes
#9245,99.65464867,6," 8	",6,8,89,1000,872 bytes
#9252,99.67353707,4," 6	",4,6,89,1001,740 bytes
#9259,100.0046375,2," 4	",2,6,97,1002,493 bytes
#9270,100.1351504,9," 6	",9,1,98,1003,201 bytes
#9289,100.1565273,2," 4	",2,6,98,1004,809 bytes
#9300,100.1981103,0," 2	",0,8,90,1005,981 bytes
#9312,100.2232105,4," 8	",4,8,90,1006,174 bytes
#9322,100.5064537,1," 2	",1,8,91,1007,751 bytes
#9337,100.5366959,1," 2	",1,6,92,1008,555 bytes
#9355,100.7491784,1," 2	",1,8,93,1010,503 bytes
#9370,100.9110345,9," 8	",9,8,99,1011,339 bytes
#9377,101.1390393,1," 2	",1,6,94,1012,1022 bytes
#9392,101.2057,8," 6	",8,6,110,1013,311 bytes
#9399,101.3133651,8," 4	",8,1,111,1014,997 bytes
#9417,101.4425171,2," 1	",2,1,99,1016,744 bytes
#9424,101.7283519,8," 6	",8,6,112,1017,427 bytes
#9431,101.7508291,5," 6	",5,8,95,1018,746 bytes
#9445,102.2980537,6," 8	",6,8,92,1020,197 bytes
#9452,102.4785449,2," 4	",2,6,100,1021,207 bytes
#9463,102.501779,5," 0	",5,1,96,1022,853 bytes
#9474,102.5950799,6," 5	",6,1,93,1023,942 bytes
#9492,102.7925266,7," 6	",7,8,101,1025,776 bytes
#9503,103.0811428,5," 6	",5,8,97,1026,871 bytes
#9514,103.155599,5," 6	",5,6,98,1027,1005 bytes
#9521,103.1676237,8," 4	",8,1,114,1028,477 bytes
#9536,103.2557903,3," 4	",3,8,95,1029,391 bytes
#9547,103.2965596,4," 2	",4,1,91,1030,925 bytes
#9564,103.6919611,3," 4	",3,6,96,1033,257 bytes
#9575,103.8340753,0," 1	",0,1,91,1034,883 bytes
#9582,103.8880234,4," 2	",4,1,92,1035,328 bytes
#9593,104.0461392,2," 4	",2,6,101,1036,319 bytes
#9604,104.1708917,9," 6	",9,6,100,1037,256 bytes
#9611,104.1822771,3," 4	",3,8,97,1038,326 bytes
#9622,104.2399812,9," 6	",9,6,101,1039,916 bytes
#9629,104.5609469,8," 6	",8,6,116,1040,1008 bytes
#9636,104.6384952,3," 4	",3,8,98,1041,520 bytes
#9647,104.8752182,5," 0	",5,1,99,1042,886 bytes
#9658,105.0226297,9," 6	",9,1,102,1043,873 bytes
#9677,105.2167228,9," 6	",9,1,103,1044,295 bytes
#9696,105.4873163,7," 6	",7,6,102,1045,954 bytes
#9703,105.8153744,7," 5	",7,1,103,1046,192 bytes
#9718,105.8235137,4," 8	",4,8,93,1047,305 bytes
#9725,105.920997,3," 4	",3,6,99,1048,748 bytes
#9736,105.9454306,6," 5	",6,1,94,1049,922 bytes
#9751,106.0787774,9," 6	",9,1,104,1050,622 bytes
#9770,106.1665717,8," 6	",8,6,117,1051,692 bytes
#9777,106.220402,8," 4	",8,1,118,1052,838 bytes
#9792,106.421123,7," 6	",7,8,104,1053,516 bytes
#9803,106.4596041,5," 0	",5,1,100,1054,379 bytes
#9814,106.5306722,3," 1	",3,1,100,1055,782 bytes
#9824,106.6760023,6," 5	",6,1,95,1057,843 bytes
#9839,106.754443,3," 4	",3,6,101,1058,963 bytes
#9850,106.8409812,1," 2	",1,8,97,1059,508 bytes
#9853,106.8437885,7," 5	",7,1,105,1060,194 bytes
#9880,106.879328,5," 6	",5,6,101,1061,156 bytes
#9893,107.0951221,9," 6	",9,6,105,1064,1003 bytes
#9900,107.250609,2," 4	",2,6,102,1065,952 bytes
#9911,107.329285,8," 6	",8,6,120,1066,420 bytes
#9924,107.5423997,4," 8	",4,8,94,1069,924 bytes
#9934,107.954568,3," 4	",3,6,102,1071,386 bytes
#9945,108.0271454,1," 2	",1,8,101,1072,192 bytes
#9956,108.0320235,2," 4	",2,6,103,1073,810 bytes
#9971,108.0931517,6," 8	",6,8,96,1074,837 bytes
#9978,108.2671825,6," 8	",6,8,97,1075,851 bytes
#9988,108.3554,6," 8	",6,8,98,1077,477 bytes
#9995,108.4939235,4," 8	",4,8,95,1078,301 bytes
#10002,108.6427795,4," 8	",4,8,96,1079,194 bytes
#10006,108.6443315,4," 8	",4,8,97,1080,962 bytes
#10016,108.7602442,7," 6	",7,8,106,1081,237 bytes
#10027,108.8686699,7," 5	",7,1,107,1082,505 bytes
#10042,108.9619319,6," 5	",6,1,99,1083,564 bytes
#10057,109.1129644,0," 2	",0,8,92,1084,924 bytes
#10075,109.5427016,1," 2	",1,8,103,1086,175 bytes
#10090,109.5919407,0," 2	",0,8,93,1087,425 bytes
#10105,109.7579527,2," 4	",2,6,104,1088,828 bytes
#10119,109.9192334,9," 8	",9,8,106,1090,696 bytes
#10126,110.0189716,2," 4	",2,6,105,1091,594 bytes
